text,label,source
new arrival adidas phone limited offer,1,external_noisy
new arrival adidas jacket limited offer,1,external_noisy
great quality watch fast shipping,1,external_noisy
100% guarantee fake brand chanel bag,0,external_noisy
authentic adidas jacket discount today,0,external_noisy
unboxing video of nike phone,0,external_noisy
scam offer limited time free money,1,external_noisy
recommended bag for daily use,1,external_noisy
great quality jacket fast shipping,1,external_noisy
recommended phone for daily use,1,external_noisy
recommended jacket for daily use,0,external_noisy
counterfeit nike phone cheap price,1,external_noisy
counterfeit adidas phone cheap price,1,external_noisy
new arrival gucci bag limited offer,0,external_noisy
recommended bag for daily use,0,external_noisy
counterfeit nike headphones cheap price,1,external_noisy
counterfeit sony watch cheap price,1,external_noisy
unboxing video of nike bag,0,external_noisy
great quality bag fast shipping,0,external_noisy
counterfeit sony shoes cheap price,1,external_noisy
free money click this link now,0,external_noisy
great quality headphones fast shipping,0,external_noisy
counterfeit sony jacket cheap price,1,external_noisy
great quality bag fast shipping,1,external_noisy
great quality bag fast shipping,0,external_noisy
scam offer limited time free money,1,external_noisy
counterfeit nike shoes cheap price,0,external_noisy
authentic chanel headphones discount today,1,external_noisy
100% guarantee fake brand sony jacket,1,external_noisy
unboxing video of apple headphones,0,external_noisy
100% guarantee fake brand adidas jacket,0,external_noisy
great quality phone fast shipping,1,external_noisy
free money click this link now,1,external_noisy
counterfeit sony shoes cheap price,1,external_noisy
unboxing video of apple jacket,0,external_noisy
new arrival gucci headphones limited offer,1,external_noisy
authentic gucci headphones discount today,0,external_noisy
great quality watch fast shipping,0,external_noisy
unboxing video of sony headphones,0,external_noisy
great quality watch fast shipping,0,external_noisy
great quality jacket fast shipping,0,external_noisy
recommended jacket for daily use,1,external_noisy
great quality jacket fast shipping,0,external_noisy
new arrival chanel watch limited offer,0,external_noisy
scam offer limited time free money,0,external_noisy
new arrival chanel jacket limited offer,0,external_noisy
unboxing video of sony bag,0,external_noisy
new arrival gucci jacket limited offer,1,external_noisy
unboxing video of adidas bag,1,external_noisy
new arrival chanel bag limited offer,0,external_noisy
authentic sony bag discount today,1,external_noisy
authentic sony jacket discount today,0,external_noisy
scam offer limited time free money,0,external_noisy
counterfeit gucci shoes cheap price,1,external_noisy
unboxing video of chanel phone,0,external_noisy
scam offer limited time free money,1,external_noisy
recommended bag for daily use,0,external_noisy
100% guarantee fake brand apple headphones,1,external_noisy
counterfeit chanel phone cheap price,1,external_noisy
100% guarantee fake brand nike watch,0,external_noisy
new arrival sony watch limited offer,1,external_noisy
authentic apple headphones discount today,1,external_noisy
great quality bag fast shipping,0,external_noisy
unboxing video of apple shoes,0,external_noisy
great quality phone fast shipping,0,external_noisy
unboxing video of apple phone,1,external_noisy
authentic chanel bag discount today,0,external_noisy
unboxing video of apple shoes,0,external_noisy
great quality headphones fast shipping,0,external_noisy
recommended shoes for daily use,1,external_noisy
recommended headphones for daily use,0,external_noisy
great quality headphones fast shipping,0,external_noisy
great quality bag fast shipping,0,external_noisy
great quality phone fast shipping,0,external_noisy
recommended shoes for daily use,1,external_noisy
free money click this link now,0,external_noisy
unboxing video of gucci shoes,0,external_noisy
counterfeit gucci shoes cheap price,1,external_noisy
unboxing video of adidas headphones,0,external_noisy
authentic apple phone discount today,1,external_noisy
authentic chanel phone discount today,0,external_noisy
scam offer limited time free money,1,external_noisy
unboxing video of gucci jacket,1,external_noisy
recommended watch for daily use,1,external_noisy
free money click this link now,1,external_noisy
recommended watch for daily use,1,external_noisy
new arrival adidas headphones limited offer,0,external_noisy
great quality phone fast shipping,1,external_noisy
counterfeit nike phone cheap price,0,external_noisy
authentic sony bag discount today,0,external_noisy
recommended jacket for daily use,0,external_noisy
great quality headphones fast shipping,0,external_noisy
100% guarantee fake brand nike watch,1,external_noisy
100% guarantee fake brand gucci bag,1,external_noisy
new arrival adidas watch limited offer,0,external_noisy
100% guarantee fake brand chanel shoes,1,external_noisy
free money click this link now,0,external_noisy
recommended headphones for daily use,1,external_noisy
100% guarantee fake brand nike bag,1,external_noisy
100% guarantee fake brand chanel phone,1,external_noisy
new arrival apple phone limited offer,0,external_noisy
100% guarantee fake brand gucci shoes,0,external_noisy
counterfeit adidas jacket cheap price,1,external_noisy
scam offer limited time free money,0,external_noisy
recommended shoes for daily use,0,external_noisy
100% guarantee fake brand sony watch,1,external_noisy
counterfeit nike headphones cheap price,1,external_noisy
authentic gucci phone discount today,0,external_noisy
unboxing video of nike bag,1,external_noisy
100% guarantee fake brand chanel phone,0,external_noisy
great quality bag fast shipping,0,external_noisy
great quality phone fast shipping,0,external_noisy
new arrival sony phone limited offer,1,external_noisy
new arrival nike jacket limited offer,0,external_noisy
free money click this link now,1,external_noisy
free money click this link now,0,external_noisy
authentic gucci watch discount today,0,external_noisy
100% guarantee fake brand apple bag,1,external_noisy
free money click this link now,0,external_noisy
free money click this link now,0,external_noisy
free money click this link now,0,external_noisy
great quality phone fast shipping,0,external_noisy
scam offer limited time free money,1,external_noisy
unboxing video of chanel bag,0,external_noisy
free money click this link now,1,external_noisy
authentic nike bag discount today,1,external_noisy
free money click this link now,1,external_noisy
free money click this link now,1,external_noisy
free money click this link now,1,external_noisy
great quality watch fast shipping,0,external_noisy
counterfeit apple shoes cheap price,1,external_noisy
authentic nike phone discount today,0,external_noisy
recommended shoes for daily use,0,external_noisy
100% guarantee fake brand adidas phone,1,external_noisy
100% guarantee fake brand sony phone,1,external_noisy
free money click this link now,1,external_noisy
great quality jacket fast shipping,1,external_noisy
great quality headphones fast shipping,1,external_noisy
new arrival chanel bag limited offer,0,external_noisy
recommended phone for daily use,0,external_noisy
great quality headphones fast shipping,0,external_noisy
unboxing video of adidas headphones,0,external_noisy
unboxing video of apple jacket,0,external_noisy
great quality phone fast shipping,0,external_noisy
authentic adidas watch discount today,0,external_noisy
scam offer limited time free money,1,external_noisy
scam offer limited time free money,1,external_noisy
recommended shoes for daily use,1,external_noisy
new arrival sony watch limited offer,0,external_noisy
new arrival nike phone limited offer,0,external_noisy
free money click this link now,1,external_noisy
100% guarantee fake brand apple watch,0,external_noisy
recommended shoes for daily use,1,external_noisy
counterfeit adidas jacket cheap price,1,external_noisy
unboxing video of adidas shoes,1,external_noisy
recommended headphones for daily use,1,external_noisy
new arrival adidas bag limited offer,0,external_noisy
recommended headphones for daily use,1,external_noisy
unboxing video of adidas bag,0,external_noisy
100% guarantee fake brand nike bag,1,external_noisy
new arrival sony phone limited offer,0,external_noisy
unboxing video of sony headphones,1,external_noisy
new arrival sony headphones limited offer,1,external_noisy
recommended phone for daily use,0,external_noisy
recommended jacket for daily use,1,external_noisy
recommended jacket for daily use,0,external_noisy
free money click this link now,1,external_noisy
authentic sony watch discount today,0,external_noisy
counterfeit gucci bag cheap price,0,external_noisy
new arrival adidas bag limited offer,0,external_noisy
great quality bag fast shipping,0,external_noisy
new arrival sony bag limited offer,1,external_noisy
recommended headphones for daily use,0,external_noisy
recommended jacket for daily use,0,external_noisy
new arrival adidas watch limited offer,0,external_noisy
counterfeit adidas bag cheap price,1,external_noisy
authentic apple jacket discount today,0,external_noisy
great quality phone fast shipping,0,external_noisy
new arrival sony bag limited offer,1,external_noisy
recommended watch for daily use,1,external_noisy
great quality phone fast shipping,0,external_noisy
recommended shoes for daily use,1,external_noisy
recommended headphones for daily use,0,external_noisy
new arrival nike bag limited offer,1,external_noisy
unboxing video of sony headphones,0,external_noisy
counterfeit sony headphones cheap price,1,external_noisy
free money click this link now,1,external_noisy
counterfeit apple watch cheap price,1,external_noisy
100% guarantee fake brand nike watch,0,external_noisy
recommended shoes for daily use,0,external_noisy
100% guarantee fake brand sony jacket,1,external_noisy
scam offer limited time free money,1,external_noisy
recommended phone for daily use,0,external_noisy
authentic chanel jacket discount today,0,external_noisy
new arrival adidas bag limited offer,1,external_noisy
scam offer limited time free money,0,external_noisy
authentic chanel headphones discount today,0,external_noisy
new arrival sony bag limited offer,1,external_noisy
authentic chanel shoes discount today,0,external_noisy
recommended bag for daily use,0,external_noisy
recommended phone for daily use,0,external_noisy
unboxing video of chanel phone,0,external_noisy
new arrival nike phone limited offer,0,external_noisy
great quality shoes fast shipping,0,external_noisy
counterfeit adidas shoes cheap price,1,external_noisy
recommended watch for daily use,1,external_noisy
unboxing video of chanel shoes,1,external_noisy
great quality bag fast shipping,1,external_noisy
new arrival chanel watch limited offer,1,external_noisy
authentic apple watch discount today,0,external_noisy
100% guarantee fake brand nike watch,0,external_noisy
new arrival sony shoes limited offer,0,external_noisy
unboxing video of chanel headphones,1,external_noisy
great quality watch fast shipping,1,external_noisy
great quality headphones fast shipping,0,external_noisy
unboxing video of gucci bag,1,external_noisy
scam offer limited time free money,1,external_noisy
free money click this link now,1,external_noisy
new arrival adidas watch limited offer,0,external_noisy
new arrival sony shoes limited offer,0,external_noisy
great quality phone fast shipping,1,external_noisy
counterfeit chanel phone cheap price,1,external_noisy
new arrival apple phone limited offer,1,external_noisy
